Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_Age,IDV
VEH11226,CUST10952,JK06AV5428,JK06,Mahindra,Scorpio-N,SUV,Diesel,2198,2023,3,1491007
VEH11227,CUST10953,JK14WJ1308,JK14,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2016,10,145698
VEH11228,CUST10953,JK14JR9724,JK14,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,1,438951
VEH11229,CUST10954,JK02XT6508,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2014,12,198738
VEH11230,CUST10955,JK02SQ8004,JK02,Mahindra,Thar,SUV,Petrol,2184,2018,8,716315
VEH11231,CUST10956,JK02WY8594,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,351133
VEH11232,CUST10957,JK20DA5495,JK20,Hyundai,Venue,SUV,Petrol,1197,2025,1,1078795
VEH11233,CUST10957,JK20BH5403,JK20,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,306068
VEH11234,CUST10957,JK20VW8271,JK20,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,212790
VEH11235,CUST10958,JK02QO7694,JK02,Renault,Kiger,SUV,Petrol,999,2025,1,633196
VEH11236,CUST10959,JK08LG5524,JK08,Tata,Nexon,SUV,Diesel,1199,2023,3,583381
VEH11237,CUST10959,JK08DQ1812,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,477281
VEH11238,CUST10960,JK02BS1996,JK02,Toyota,Fortuner,SUV,Petrol,2755,2013,13,1019950
VEH11239,CUST10961,JK02OB4845,JK02,Kia,Sonet,SUV,Petrol,1197,2023,3,862093
VEH11240,CUST10962,JK02FO7815,JK02,Hyundai,Venue,SUV,Diesel,1197,2025,1,847309
VEH11241,CUST10963,JK02IK7139,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,405637
VEH11242,CUST10964,JK02YX1418,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,437033
VEH11243,CUST10965,JK02US4520,JK02,Kia,Carens,MPV,Petrol,1497,2022,4,848837
VEH11244,CUST10966,JK08YY4679,JK08,Renault,Kwid,Hatchback,Petrol,999,2021,5,291287
VEH11245,CUST10967,JK02UP9592,JK02,Kia,Carens,MPV,Diesel,1497,2021,5,832258
VEH11246,CUST10968,JK02IU6930,JK02,Tata,Punch,SUV,CNG,1199,2024,2,793812
VEH11247,CUST10969,JK02TW6929,JK02,Mahindra,XUV700,SUV,Petrol,1999,2025,1,2175822
VEH11248,CUST10969,JK02FU4764,JK02,Tata,Harrier,SUV,Diesel,1956,2020,6,1137357
VEH11249,CUST10969,JK02RR5264,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,9,259363
VEH11250,CUST10970,JK02OQ4245,JK02,Hyundai,Venue,SUV,Diesel,1197,2015,11,179066
VEH11251,CUST10971,JK02TD1558,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,9,292513
VEH11252,CUST10972,JK20XJ7591,JK20,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,429313
VEH11253,CUST10972,JK20XX2765,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2010,16,97166
VEH11254,CUST10972,JK20YX8368,JK20,Mahindra,Thar,SUV,Diesel,2184,2018,8,526170
VEH11255,CUST10973,JK02SP9345,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,1,1464027
VEH11256,CUST10974,JK20JL9334,JK20,Tata,Tiago,Hatchback,CNG,1199,2018,8,175280
VEH11257,CUST10975,JK02OX9326,JK02,Hyundai,Creta,SUV,Diesel,1497,2016,10,299778
VEH11258,CUST10976,JK02YB4451,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,480922
VEH11259,CUST10977,JK20HD5486,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,5,219386
VEH11260,CUST10977,JK20ZT4795,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,7,160127
VEH11261,CUST10978,JK08AX9844,JK08,Kia,Seltos,SUV,Petrol,1497,2021,5,506988
VEH11262,CUST10979,JK02FY7987,JK02,Kia,Sonet,SUV,Petrol,1197,2018,8,411563
VEH11263,CUST10980,JK02LL5309,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,1,464090
VEH11264,CUST10981,JK02UT4644,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,8,151259
VEH11265,CUST10982,JK02SI1628,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,299893
VEH11266,CUST10983,JK20YQ5029,JK20,Tata,Nexon,SUV,Diesel,1199,2024,2,744724
VEH11267,CUST10983,JK20MM4065,JK20,Tata,Altroz,Hatchback,Diesel,1199,2018,8,234183
VEH11268,CUST10984,JK08AB4416,JK08,Toyota,Innova Hycross,MPV,Petrol,1987,2019,7,1230777
VEH11269,CUST10985,JK04GJ9691,JK04,Tata,Harrier,SUV,Diesel,1956,2019,7,811742
VEH11270,CUST10986,JK02MQ6851,JK02,Toyota,Glanza,Hatchback,CNG,1197,2021,5,325305
VEH11271,CUST10986,JK02KL5053,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,7,176950
VEH11272,CUST10987,JK02JK3098,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,8,229763
VEH11273,CUST10988,JK02HN7701,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2025,1,1741331
VEH11274,CUST10989,JK08LG1895,JK08,Hyundai,Verna,Sedan,Petrol,1497,2023,3,809444
VEH11275,CUST10990,JK14KO3728,JK14,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,5,598480
VEH11276,CUST10991,JK02PA1345,JK02,Tata,Punch,SUV,Petrol,1199,2017,9,302751
VEH11277,CUST10991,JK02TO1806,JK02,Mahindra,Thar,SUV,Diesel,2184,2021,5,880741
VEH11278,CUST10991,JK02VK4757,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,3,487213
VEH11279,CUST10992,JK08YA1328,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2018,8,267025
VEH11280,CUST10993,JK02HA5051,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,1,931779
VEH11281,CUST10994,JK02WB9265,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,8,126198
VEH11282,CUST10995,JK02XC7408,JK02,Kia,Carens,MPV,Diesel,1497,2024,2,1423123
VEH11283,CUST10996,JK06HF5329,JK06,Mahindra,Thar,SUV,Diesel,2184,2012,14,398718
VEH11284,CUST10997,JK02OM9736,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,5,354512
VEH11285,CUST10998,JK08TS8409,JK08,Mahindra,Thar,SUV,Petrol,2184,2024,2,1293320
VEH11286,CUST10998,JK08JO6089,JK08,Mahindra,XUV700,SUV,Petrol,1999,2023,3,1400031
VEH11287,CUST10998,JK08WM5095,JK08,Tata,Punch,SUV,CNG,1199,2025,1,784734
VEH11288,CUST10998,JK08SO4808,JK08,Kia,Carens,MPV,Diesel,1497,2025,1,1384252
VEH11289,CUST10999,JK11AR7660,JK11,Mahindra,Scorpio Classic,SUV,Diesel,2184,2016,10,455983
